talent,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Roles,performance_ids
Marco Wihlborg,0.001289214,0.0,0.05088627,0.004414955,dancers,2023-ch
Joker Out,0.000859476,0.0,0.000859476,1.67e-61,artist,2023-si
Žarko Pak,0.000859476,0.0,0.000859476,1.67e-61,composers,2023-si
Bojan Cvjetićanin,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2023-si
Albina & Familja Kelmendi,0.001289214,0.0,0.050505954,0.004344656,artist,2023-al
Enis Mulla,0.001289214,0.0,0.050505954,0.004344656,composers,2023-al
Mimicat,0.000859476,0.0,0.000859476,9.88e-56,artist,2023-pt
Marisa Mena,0.001718951,0.0,0.000859476,1.4e-55,"composers, lyricists",2023-pt
Vanda Gameiro,0.000859476,0.0,0.000859476,9.88e-56,dancers,2023-pt
Luke Black,0.000859476,0.0,0.000859476,1.67e-61,artist,2023-rs
Luka Ivanović,0.000859476,0.0,0.000859476,1.67e-61,writers,2023-rs
Žiga Janškovec,0.000859476,0.0,0.000859476,1.67e-61,dancers,2023-rs
Mae Muller,0.001289214,0.0,0.046121325,0.000259299,"artist, writers",2023-gb
Lord Of The Lost,0.000859476,0.0,0.04613392,0.000262059,artist,2023-de
Rupert Keplinger,0.001718951,0.0,0.04613392,0.000287603,"composers, lyricists",2023-de
Diljá,0.000429738,0.0,0.000429738,8.1e-80,artist,2023-is
Pálmi Ragnar Ásgeirsson,0.000429738,0.0,0.000429738,8.1e-80,writers,2023-is
Sudden Lights,0.000859476,0.0,0.000859476,1.67e-61,artist,2023-lv
Mārtiņš Matīss Zemītis,0.000859476,0.0,0.000859476,1.67e-61,composers,2023-lv
Andrejs Reinis Zitmanis,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2023-lv
Iru,0.001289214,0.0,0.046146521,0.000290697,artist,2023-ge
George Kukhianidze,0.001289214,0.0,0.046146521,0.000290697,composers,2023-ge
Iru Khechanovi,0.001289214,0.0,0.046146521,0.000290697,lyricists,2023-ge
Victor Vernicos,0.001289214,0.0,0.000773528,3.3600000000000004e-57,"artist, writers",2023-gr
Wild Youth,0.000429738,0.0,0.033217148,7.86e-06,artist,2023-ie
Mia Nicolai & Dion Cooper,0.000859476,0.0,0.001145968,8.089999999999999e-54,artist,2023-nl
Mia Nicolai,0.000859476,0.0,0.001145968,8.089999999999999e-54,writers,2023-nl
Reiley,0.000429738,0.0,0.000429738,8.1e-80,artist,2023-dk
Sivert Hjeltnes Hagtvet,0.000429738,0.0,0.000429738,8.1e-80,writers,2023-dk
TuralTuranX,0.000859476,0.0,0.042501237,0.000284164,artist,2023-az
Turan Bağmanov,0.001718951,0.0,0.042501237,0.000311888,"composers, lyricists",2023-az
The Busker,0.000859476,0.0,0.000859476,1.67e-61,artist,2023-mt
Sean Meachen,0.000859476,0.0,0.000859476,1.67e-61,composers,2023-mt
David Meilak,0.000859476,0.0,0.000859476,1.67e-61,lyricists,2023-mt
Theodor Andrei,0.000429738,0.0,0.000429738,8.51e-68,artist,2023-ro
Xjahed,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"composers, lyricists",2023-ro
Piqued Jacks,0.000859476,0.0,0.001527957,1.58e-35,artist,2023-sm
Marco Sgaramella,0.000859476,0.0,0.001527957,1.58e-35,writers,2023-sm
Slimane,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"artist, lyricists",2024-fr
Yaacov Salah,0.000429738,0.0,0.000429738,8.51e-68,composers,2024-fr
Isaak,0.001289214,0.0,0.03757616,1.96e-05,artist,2024-de
Leo Salminen,0.001289214,0.0,0.03757616,1.96e-05,composers,2024-de
Nick March,0.001289214,0.0,0.03757616,1.96e-05,backings,2024-de
Nemo,0.000859476,0.0,0.000859476,1.67e-61,artist,2024-ch
Nemo Mettler,0.000859476,0.0,0.000859476,1.67e-61,composers,2024-ch
Fredrik Rydman,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2024-ch
Baby Lasagna,0.001718951,0.0,0.001718951,1.9699999999999998e-38,artist,2024-hr
Marko Purišić,0.001718951,0.0,0.001718951,1.9699999999999998e-38,composers,2024-hr
Mihael Žipovski,0.001718951,0.0,0.001718951,1.9699999999999998e-38,backings,2024-hr
Luka Grgić,0.001718951,0.0,0.001718951,1.9699999999999998e-38,stageDirector,2024-hr
Sebastijan Žeželić,0.001718951,0.0,0.001718951,1.9699999999999998e-38,dancers,2024-hr
alyona alyona & Jerry Heil,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2024-ua
Jerry Heil,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2024-ua
Viktoriia Hunchenko,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2024-ua
Tanu Muino,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2024-ua
Eden Golan,0.001718951,0.0,0.004335863,7.23e-20,artist,2024-il
Keren Peles,0.001718951,0.0,0.004335863,7.23e-20,lyricists,2024-il
"Avichai Hacham, Yoav Tzafir",0.001718951,0.0,0.004335863,7.23e-20,stageDirector,2024-il
Tamir Golan,0.001718951,0.0,0.004335863,7.23e-20,dancers,2024-il
Bambie Thug,0.000859476,0.0,0.000859476,9.88e-56,artist,2024-ie
Tyler Ryder,0.000859476,0.0,0.000859476,9.88e-56,composers,2024-ie
Matt Williams,0.001718951,0.0,0.000859476,1.4e-55,"stageDirector, dancers",2024-ie
Angelina Mango,0.001289214,0.0,0.001289214,2.97e-45,artist,2024-it
Francesca Calearo,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2024-it
Mecnun Giasar,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2024-it
Valentina Vernia,0.001289214,0.0,0.001289214,2.97e-45,dancers,2024-it
Ladaniva,0.001289214,0.0,0.002476109,3.4e-35,artist,2024-am
Louis Thomas,0.002148689,0.0,0.002476109,4.18e-35,"composers, lyricists",2024-am
Romain Desreumaux,0.001289214,0.0,0.002476109,3.4e-35,backings,2024-am
Marcus & Martinus,0.000859476,0.0,0.042673002,0.000482281,artist,2024-se
Martinus Gunnarsen,0.000859476,0.0,0.042673002,0.000482281,composers,2024-se
Iolanda,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2024-pt
Luar,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2024-pt
Iolanda Costa,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2024-pt
Telmo Leite,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2024-pt
Marina Satti,0.002148689,0.0,0.002148689,3.38e-30,artist,2024-gr
OGE,0.002148689,0.0,0.002148689,3.38e-30,composers,2024-gr
Vlospa,0.002148689,0.0,0.002148689,3.38e-30,lyricists,2024-gr
Erasmia Markidi,0.002148689,0.0,0.002148689,3.38e-30,backings,2024-gr
"Fokas Evangelinos, Mecnun Giasar",0.002148689,0.0,0.002148689,3.38e-30,stageDirector,2024-gr
Yasin Ao,0.002148689,0.0,0.002148689,3.38e-30,dancers,2024-gr
Tali,0.001718951,0.0,0.001790574,5.85e-38,artist,2024-lu
Manon Romiti,0.001718951,0.0,0.001790574,5.85e-38,composers,2024-lu
Simi Simoes,0.001718951,0.0,0.001790574,5.85e-38,dancers,2024-lu
German Nenov,0.001718951,0.0,0.001790574,5.85e-38,stageDirector,2024-lu
Silvester Belt,0.001718951,0.0,0.001718951,2.26e-36,artist,2024-lt
Silvestras Beltė,0.002578427,0.0,0.001718951,2.79e-36,"composers, lyricists",2024-lt
Nerijus Trilikauskas,0.001718951,0.0,0.001718951,2.26e-36,dancers,2024-lt
Monika Švilpaitė,0.001718951,0.0,0.001718951,2.26e-36,backings,2024-lt
"Norvydas Genys, Povilas Varvuolis",0.001718951,0.0,0.001718951,2.26e-36,stageDirector,2024-lt
Silia Kapsis,0.001289214,0.0,0.037171048,0.023981539,artist,2024-cy
Thomas Hegnet,0.002148689,0.0,0.037171048,0.026311533,"lyricists, dancers",2024-cy
"Martin Daugaard, Sebastian Laurentius Nielsen, Theo B. Kofoed, Thomas Hegnet",0.001289214,0.0,0.037171048,0.023981539,stageDirector,2024-cy
Dons,0.000429738,0.0,0.000429738,8.51e-68,artist,2024-lv
Liam Geddes,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"writers, backings",2024-lv
Teya Dora,0.000859476,0.0,0.0,8.1e-80,"artist, composers, lyricists",2024-rs
Windows95man,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2024-fi
Teri Mantere,0.001289214,0.0,0.001289214,1.6399999999999998e-48,backings,2024-fi
Teemu Keisteri,0.001289214,0.0,0.001289214,1.6399999999999998e-48,writers,2024-fi
Jesse Wijnans,0.001289214,0.0,0.001289214,1.6399999999999998e-48,dancers,2024-fi
5miinust & Puuluup,0.000429738,0.0,0.000429738,8.51e-68,artist,2024-ee
Ramo Teder,0.001289214,0.0,0.000429738,1.3799999999999999e-67,"composers, lyricists",2024-ee
Nutsa Buzaladze,0.001289214,0.0,0.002476109,1.31e-36,artist,2024-ge
Sagiv Karpel,0.001289214,0.0,0.002476109,1.31e-36,stageDirector,2024-ge
Nicolas de Souza,0.001289214,0.0,0.002476109,1.31e-36,dancers,2024-ge
Nebulossa,0.001289214,0.0,0.001289214,2.97e-45,artist,2024-es
Mark Dasousa,0.002148689,0.0,0.001289214,3.87e-45,"backings, composers, lyricists",2024-es
Iosu Martínez,0.001289214,0.0,0.001289214,2.97e-45,dancers,2024-es
"Israel Reyes, Juan Sebastián",0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2024-es
Raiven,0.001289214,0.0,0.019128444,1.7e-12,artist,2024-si
Sara Briški Cirman,0.002148689,0.0,0.019128444,1.87e-12,"composers, lyricists",2024-si
Matteo Moretto,0.001289214,0.0,0.019128444,1.7e-12,dancers,2024-si
Kaleen,0.001289214,0.0,0.041693587,6.74e-05,artist,2024-at
Luca Rainbow,0.001289214,0.0,0.041693587,6.74e-05,dancers,2024-at
Gåte,0.000859476,0.0,0.000859476,1.67e-61,artist,2024-no
Sveinung Eklo Sundli,0.000859476,0.0,0.000859476,1.67e-61,writers,2024-no
Mona Berntsen,0.000859476,0.0,0.000859476,1.67e-61,stageDirector,2024-no
Electric Fields,0.001289214,0.0,0.001289214,2.97e-45,artist,2024-au
Simi Vuata,0.001289214,0.0,0.001289214,2.97e-45,backings,2024-au
Zaachariaha Fielding,0.002148689,0.0,0.001289214,3.87e-45,"composers, lyricists",2024-au
Paul Clarke,0.001289214,0.0,0.001289214,2.97e-45,stageDirector,2024-au
Aiko,0.001718951,0.0,0.001718951,2.26e-36,artist,2024-cz
Nikol Držmíšková,0.001718951,0.0,0.001718951,2.26e-36,backings,2024-cz
Steven Ansell,0.002578427,0.0,0.001718951,2.79e-36,"composers, lyricists",2024-cz
"Matyáš Vorda, Vítek Bělohradský",0.001718951,0.0,0.001718951,2.26e-36,stageDirector,2024-cz
Lus Juklova,0.001718951,0.0,0.001718951,2.26e-36,dancers,2024-cz
Luna,0.001718951,0.0,0.001718951,2.26e-36,artist,2024-pl
Marta Dywicka,0.001718951,0.0,0.001718951,2.26e-36,backings,2024-pl
Paul Dixon,0.002578427,0.0,0.001718951,2.79e-36,"composers, lyricists",2024-pl
Jerry Reeve,0.001718951,0.0,0.001718951,2.26e-36,stageDirector,2024-pl
Julia Żytko,0.001718951,0.0,0.001718951,2.26e-36,dancers,2024-pl
Saba,0.000859476,0.0,0.001547056,2.8500000000000003e-37,artist,2024-dk
Pil Kalinka Nygaard Jeppesen,0.001718951,0.0,0.001547056,3.5300000000000003e-37,"composers, lyricists",2024-dk
Mustii,0.000859476,0.0,0.00183204,5.35e-32,artist,2024-be
Nina Sampermans,0.000859476,0.0,0.00183204,5.35e-32,lyricists,2024-be
Besa,0.002148689,0.0,0.042683784,0.000860004,artist,2024-al
Sofia Mountassir,0.002148689,0.0,0.042683784,0.000860004,backings,2024-al
Gia Koka,0.002148689,0.0,0.042683784,0.000860004,lyricists,2024-al
"Fredrik Rydman, Melissa Thompson, Reija Wäre",0.002148689,0.0,0.042683784,0.000860004,stageDirector,2024-al
Yasmin Janatuinen,0.002148689,0.0,0.042683784,0.000860004,dancers,2024-al
Sarah Bonnici,0.001718951,0.0,0.041387167,0.000480286,artist,2024-mt
Sebastian Pritchard-James,0.002578427,0.0,0.041387167,0.00052715,"composers, lyricists",2024-mt
William Almeida,0.001718951,0.0,0.041387167,0.000480286,dancers,2024-mt
Fahree feat. Ilkin Dovlatov,0.001289214,0.0,0.001289214,1.6399999999999998e-48,artist,2024-az
Mila Miles,0.001289214,0.0,0.001289214,1.6399999999999998e-48,composers,2024-az
Mado Salikh,0.001289214,0.0,0.001289214,1.6399999999999998e-48,lyricists,2024-az
Evgeni Timokhin,0.001289214,0.0,0.001289214,1.6399999999999998e-48,stageDirector,2024-az
Michael Burek,0.001718951,0.0,0.002770274,1.18e-34,"composers, lyricists",2024-is
Villi Ósk,0.000859476,0.0,0.002770274,9.67e-35,backings,2024-is
Joost Klein,0.002148689,0.0,0.002148689,3.38e-30,artist,2024-nl
also known as Stuntje),0.002148689,0.0,0.002148689,3.38e-30,backings,2024-nl
Thijmen Melissant,0.002148689,0.0,0.002148689,3.38e-30,composers,2024-nl
Tim Haars,0.002148689,0.0,0.002148689,3.38e-30,lyricists,2024-nl
Donny Ronny,0.002148689,0.0,0.002148689,3.38e-30,stageDirector,2024-nl
Sophia Mason,0.002148689,0.0,0.002148689,3.38e-30,dancers,2024-nl
